nsample pid coretype expid event pmc0 pmc1 pmc2 pmc3 pmc4
240 2202 0 1 tick 2014562945 1994920322 - 0 -
241 2202 0 0 tick 2000654599 1982804683 1986037674 2000654599 546594198
242 2202 0 1 tick 2008113804 2002216292 - 0 -
243 2202 0 0 tick 2013507505 2000277337 2001710328 2013507505 550089785
244 2202 0 1 tick 2016227130 2002801862 - 0 -
245 2202 0 0 tick 2007157708 1993872658 1993188516 2007157708 548064592
246 2202 0 1 tick 2008969863 2002493556 - 0 -
247 2202 0 0 tick 2007992818 1993597062 1993141608 2007992818 548377009
248 2202 0 1 tick 1998098993 1992965928 - 0 -
249 2202 0 0 tick 2009589572 2001429572 2001131688 2009589572 549133348
250 2202 0 1 tick 2010363928 2001651770 - 0 -
251 2202 0 0 tick 2008933598 2002965073 2002200276 2008933598 548885730
252 2202 0 1 tick 2010864872 2001906408 - 0 -
253 2202 0 0 tick 2012494921 2001924786 2001332844 2012494921 549812251
254 2202 0 1 tick 1990377396 1985162397 - 0 -
255 2202 0 0 tick 2011434321 2001904971 2001392196 2011434321 549245109
256 2202 0 1 tick 2006738667 2002319393 - 0 -
257 2202 0 0 tick 1994823718 1987029705 1986260406 1994823718 544784961
258 2202 0 1 tick 2017454783 2002928386 - 0 -
259 2202 0 0 tick 1986229948 1986625782 1986110694 1986229948 542491237
260 2202 0 1 tick 1996879139 1987040425 - 0 -
261 2202 0 0 tick 1995955451 1987331999 1986816582 1995955451 545249825
262 2202 0 1 tick 1992541439 1987029533 - 0 -
263 2202 0 0 tick 1994906501 1987695858 1986931872 1994906501 544685717
264 2202 0 1 tick 2009459898 2003299193 - 0 -
265 2202 0 0 tick 1990036220 1987370883 1986599940 1990036220 543507577
266 2202 0 1 tick 1999271368 1995317759 - 0 -
267 2202 0 0 tick 2004361564 2002012371 2001268884 2004361564 547578186
268 2202 0 1 tick 2014852966 2001376473 - 0 -
269 2202 0 0 tick 1992948195 1994046449 1993368744 1992948195 544225688
270 2202 0 1 tick 1998580733 1994757236 - 0 -
271 2202 0 0 tick 1998067535 2001292051 2000770230 1998067535 545583759
272 2202 0 1 tick 1989829468 1989342966 - 0 -
273 2202 0 0 tick 1989591728 1986326887 1985723610 1989591728 543483465
274 2202 0 1 tick 1987870970 1986905097 - 0 -
275 2202 0 0 tick 2003814399 2001915772 2001336246 2003814399 547095448
276 2202 0 1 tick 2000626200 2001229494 - 0 -
277 2202 0 0 tick 2000436096 2001428558 2000728446 2000436096 546054881
278 2202 0 1 tick 2007077377 2002854418 - 0 -
279 2202 0 0 tick 1988260811 1985932858 1985198640 1988260811 542864500
280 2202 0 1 tick 2006789352 2000999457 - 0 -
281 2202 0 0 tick 1991231394 1997531033 2002106466 1991231394 543633449
282 2202 0 1 tick 2011669158 2002875711 - 0 -
283 2202 0 0 tick 2002010231 2000998357 2000409420 2002010231 546363074
284 2202 0 1 tick 2001253579 2001259372 - 0 -
285 2202 0 0 tick 1986271114 1993547809 1992872214 1986271114 542177230
286 2202 0 1 tick 2000253143 2001595373 - 0 -
287 2202 0 0 tick 1997235571 2001145015 2000429400 1997235571 545178492
288 2202 0 1 tick 1996865535 2001064345 - 0 -
289 2202 0 0 tick 1987301448 1986101115 1985321976 1987301448 542370102
290 2202 0 1 tick 1986351621 1994427290 - 0 -
291 2202 0 0 tick 1984571785 1985474693 1985021400 1984571785 541657091
292 2202 0 1 tick 1973569318 1979612187 - 0 -
293 2202 0 0 tick 1973834722 1986981238 1986272778 1973834722 538749595
294 2202 0 1 tick 1987340091 1993547679 - 0 -
295 2202 0 0 tick 1990649467 2002823653 2002014228 1990649467 543184026
296 2202 0 1 tick 1991286261 1999756483 - 0 -
297 2202 0 0 tick 1975599157 1987016606 1986259782 1975599157 538964533
298 2202 0 1 tick 1978309972 1987108336 - 0 -
299 2202 0 0 tick 1983797416 2000773278 1999926810 1983797416 541147716
300 2202 0 1 tick 1971402781 1986121482 - 0 -
301 2202 0 0 tick 1988758293 2002237683 2001526602 1988758293 542385540
302 2202 0 1 tick 1960348563 1984118373 - 0 -
303 2202 0 0 tick 1966336810 1986464613 1985590788 1966336810 536142588
304 2202 0 1 tick 1979692627 2002722375 - 0 -
305 2202 0 0 tick 1958322678 1985242807 1984312944 1958322678 533718730
306 2202 0 1 tick 1960113034 1985670945 - 0 -
307 2202 0 0 tick 1964856532 1994269866 1993078206 1964856532 535600976
308 2202 0 1 tick 1950851281 1985928212 - 0 -
309 2202 0 0 tick 1946528860 1984234035 1983095076 1946528860 530333630
310 2202 0 1 tick 1961718220 2000162959 - 0 -
311 2202 0 0 tick 1939076246 1985831464 1984673880 1939076246 528043073
312 2202 0 1 tick 1930386322 1981413783 - 0 -
313 2202 0 0 tick 1933703107 1993521922 1992095706 1933703107 526274347
314 2202 0 1 tick 1919099629 1993335604 - 0 -
315 2202 0 0 tick 1905572597 1984738943 1983122334 1905572597 518199588
316 2202 0 1 tick 1885619565 1984613575 - 0 -
317 2202 0 0 tick 1863871345 1984226359 1982303454 1863871345 505993422
318 2202 0 1 tick 1837001064 1984187726 - 0 -
319 2202 0 0 tick 1811798761 2000158403 1998711558 1811798761 487546874
320 2202 0 1 tick 1448114618 1902321555 - 0 -
321 2202 0 0 tick 1336998702 1977617178 1975940634 1336998702 341707800
322 2202 0 1 tick 1340563408 1866186163 - 0 -
323 2202 0 0 tick 1517557631 1979683912 1977301302 1517557631 364872546
324 2202 0 1 tick 1256461689 1988626270 - 0 -
325 2202 0 0 tick 1253945249 1879684748 1887149400 1253945249 299449196
326 2202 0 1 tick 1314357422 1919659774 - 0 -
327 2202 0 0 tick 1499282084 1975175757 1972790370 1499282084 361769654
328 2202 0 1 tick 1338003301 1983176399 - 0 -
329 2202 0 0 tick 1192218284 1823002872 1821598968 1192218284 288088523
330 2202 0 1 tick 1420751899 1985420719 - 0 -
331 2202 0 0 tick 1295515549 1850620597 1855585458 1295515549 311668850
332 2202 0 1 tick 1532480113 1990176570 - 0 -
333 2202 0 0 tick 1072050004 1863689698 1869916836 1072050004 275632443
334 2202 0 1 tick 1509898786 1976807878 - 0 -
335 2202 0 0 tick 1165347211 1849835113 1849853022 1165347211 292290395
336 2202 0 1 tick 1526453634 1986688796 - 0 -
337 2202 0 0 tick 1137461002 1877220268 1883470992 1137461002 288341946
338 2202 0 1 tick 1521399827 1987551024 - 0 -
339 2202 0 0 tick 1161333892 1845993546 1849203414 1161333892 291286088
340 2202 0 1 tick 1511958474 1978074181 - 0 -
341 2202 0 0 tick 1264185512 1971378545 1976940756 1264185512 327541252
342 2202 0 1 tick 1222458168 1776985888 - 0 -
343 2202 0 0 tick 1502976750 1974822295 1972685532 1502976750 360881788
344 2202 0 1 tick 1079926085 1910122633 - 0 -
345 2202 0 0 tick 1475187191 1930329880 1929810852 1475187191 337889415
346 2202 0 1 tick 1500997108 1988186212 - 0 -
347 2202 0 0 tick 1232411206 1975209472 1982159526 1232411206 323092889
348 2202 0 1 tick 1170263530 1834873321 - 0 -
349 2202 0 0 tick 1515193527 1984072390 1984609620 1515193527 363719227
350 2202 0 1 tick 1354979380 1969501508 - 0 -
351 2202 0 0 tick 1125978923 1876891650 1881750744 1125978923 280448940
352 2202 0 1 tick 1497006124 1987864928 - 0 -
353 2202 0 0 tick 1474119207 1990847431 1992742020 1474119207 358239936
354 2202 0 1 tick 1080275933 1939753396 - 0 -
355 2202 0 0 tick 1466647346 1926284623 1926836298 1466647346 338403756
356 2202 0 1 tick 1278152742 1991859581 - 0 -
357 2202 0 0 exit 443083318 726011435 727991634 443083318 102534009
