nsample pid coretype expid event pmc0 pmc1 pmc2 pmc3 pmc4
71 2321 0 0 tick 2977234878 2010869744 2010852222 2977234878 431991431
72 2321 0 1 tick 1328910417 2004322722 - 0 -
73 2321 0 0 tick 1000048352 1967789023 1967762796 1000048352 53949096
74 2321 0 1 tick 1455190485 2002688378 - 0 -
75 2321 0 0 tick 2473740555 2005309320 2005351368 2473740555 326789073
76 2321 0 1 tick 2958997796 1988205163 - 0 -
77 2321 0 0 tick 2995821611 2010455286 2010478206 2995821611 433827927
78 2321 0 1 tick 2997992023 2010694208 - 0 -
79 2321 0 0 tick 2989974923 2010424279 2010422724 2989974923 433295629
80 2321 0 1 tick 2964677755 2007592380 - 0 -
81 2321 0 0 tick 2994161432 2010989416 2010992430 2994161432 428785223
82 2321 0 1 tick 2980334332 2011280326 - 0 -
83 2321 0 0 tick 2967901282 1994163703 1994393706 2967901282 430031134
84 2321 0 1 tick 2979984873 1992962891 - 0 -
85 2321 0 0 tick 3002855395 2011075664 2011091220 3002855395 434997064
86 2321 0 1 tick 2991596277 2011036770 - 0 -
87 2321 0 0 tick 3004460881 2010563778 2010563082 3004460881 430193367
88 2321 0 1 tick 2976945183 2011058335 - 0 -
89 2321 0 0 tick 2957704145 1994709933 1994763306 2957704145 428773869
90 2321 0 1 tick 2986090819 2011124309 - 0 -
91 2321 0 0 tick 2959589531 2010941883 2010936786 2959589531 428349940
92 2321 0 1 tick 2969647008 2010963619 - 0 -
93 2321 0 0 tick 2590860879 1993405412 1993417656 2590860879 358214456
94 2321 0 1 tick 699570210 1998635535 - 0 -
95 2321 0 0 tick 1290067463 1971146319 1971167838 1290067463 72104531
96 2321 0 1 tick 1640598162 2001838232 - 0 -
97 2321 0 0 tick 2992130439 2010889179 2010880866 2992130439 432824055
98 2321 0 1 tick 2999718522 2010763232 - 0 -
99 2321 0 0 tick 2997960703 2010835001 2010833838 2997960703 434222722
100 2321 0 1 tick 2960334847 1995005980 - 0 -
101 2321 0 0 tick 2998303038 2010850038 2010858030 2998303038 434013930
102 2321 0 1 tick 2996164749 2011180789 - 0 -
103 2321 0 0 tick 2993509827 2010996638 2011007964 2993509827 430813188
104 2321 0 1 tick 2999989343 2010991543 - 0 -
105 2321 0 0 tick 3007939289 2011087700 2011077774 3007939289 434890141
106 2321 0 1 tick 2983549386 2010979186 - 0 -
107 2321 0 0 tick 2983982747 2010876416 2010858450 2983982747 433435304
108 2321 0 1 tick 3004817176 2011125199 - 0 -
109 2321 0 0 tick 3006553597 2011102653 2011096458 3006553597 434638870
110 2321 0 1 tick 3014991947 2010900774 - 0 -
111 2321 0 0 tick 2999710096 2010254850 2010261498 2999710096 433351553
112 2321 0 1 tick 2996071184 2010865635 - 0 -
113 2321 0 0 tick 3006191146 2010641099 2010655494 3006191146 435426977
114 2321 0 1 tick 2965592687 2011042127 - 0 -
115 2321 0 0 tick 2985772574 2010907185 2010906504 2985772574 432221950
116 2321 0 1 tick 2974377025 2001007279 - 0 -
117 2321 0 0 tick 2997588936 2010985469 2010981918 2997588936 432111262
118 2321 0 1 tick 1077716178 2003543693 - 0 -
119 2321 0 0 tick 1058447536 1950118070 1950126504 1058447536 57978474
120 2321 0 1 tick 1449974901 1977527601 - 0 -
121 2321 0 0 tick 2059251195 2004097373 2004060306 2059251195 233825936
122 2321 0 1 tick 3003615944 2011059493 - 0 -
123 2321 0 0 tick 3002279115 2010769723 2010768066 3002279115 435132100
124 2321 0 1 tick 2981497706 2011160087 - 0 -
125 2321 0 0 tick 2979923772 2010886315 2010897492 2979923772 436467624
126 2321 0 1 tick 3013317127 2011301773 - 0 -
127 2321 0 0 tick 3018468026 2011131342 2011144110 3018468026 436929123
128 2321 0 1 tick 3016953602 2011140910 - 0 -
129 2321 0 0 tick 2972076330 1988419529 1994424684 2972076330 430379046
130 2321 0 1 tick 2999243131 2010478365 - 0 -
131 2321 0 0 tick 2964331547 2010499371 2010524928 2964331547 433757128
132 2321 0 1 tick 2969908071 2010377340 - 0 -
133 2321 0 0 tick 3006936519 2010473216 2010481986 3006936519 435797228
134 2321 0 1 tick 3010719211 2010945590 - 0 -
135 2321 0 0 tick 2988081097 1994729506 1994749710 2988081097 431730056
136 2321 0 1 tick 3015325230 2010635016 - 0 -
137 2321 0 0 tick 3011894970 2009978193 2009962218 3011894970 436550401
138 2321 0 1 tick 2980331518 2010967574 - 0 -
139 2321 0 0 tick 2931221696 1988322101 1994313774 2931221696 429226254
140 2321 0 1 tick 3001552677 2010188185 - 0 -
141 2321 0 0 tick 3001515985 2010806116 2010817254 3001515985 434867371
142 2321 0 1 tick 2205710080 2008018530 - 0 -
143 2321 0 0 tick 716793842 1974209541 1974209286 716793842 23733063
144 2321 0 1 tick 1398001276 1961338519 - 0 -
145 2321 0 0 tick 1445510707 2000157163 2000147076 1445510707 84418288
146 2321 0 1 tick 2870197932 2010959149 - 0 -
147 2321 0 0 tick 3011774306 2010978893 2010985896 3011774306 436317468
148 2321 0 1 tick 2995874488 2011052043 - 0 -
149 2321 0 0 tick 2965245594 2010503941 2010540006 2965245594 434336112
150 2321 0 1 tick 2980228972 2011013195 - 0 -
151 2321 0 0 tick 3017691153 2010937087 2010950124 3017691153 436958724
152 2321 0 1 tick 2984876199 2010358114 - 0 -
153 2321 0 0 tick 2999092389 2010648148 2010644568 2999092389 435186480
154 2321 0 1 tick 3012177759 2010850395 - 0 -
155 2321 0 0 tick 2987795926 2010067958 2010062286 2987795926 435987585
156 2321 0 1 tick 2961498081 2011020049 - 0 -
157 2321 0 0 tick 2973858744 2011071995 2011061076 2973858744 435266544
158 2321 0 1 tick 3008624279 2011019978 - 0 -
159 2321 0 0 tick 3005138624 2010712625 2010694206 3005138624 436133852
160 2321 0 1 tick 3000158439 2011029218 - 0 -
161 2321 0 0 tick 3015201439 2010814719 2010799176 3015201439 436941282
162 2321 0 1 tick 2994732691 2010590553 - 0 -
163 2321 0 0 tick 2962624879 2010085636 2010078216 2962624879 434347920
164 2321 0 1 tick 2946017171 1994466505 - 0 -
165 2321 0 0 tick 3016394028 2010985740 2010999534 3016394028 437000245
166 2321 0 1 tick 2990425046 2002621146 - 0 -
167 2321 0 0 tick 1757130020 2005842295 2005861548 1757130020 211249265
168 2321 0 1 tick 830633535 1973897168 - 0 -
169 2321 0 0 tick 1451576182 1995964444 1995927834 1451576182 80864548
170 2321 0 1 tick 1465188611 2002492080 - 0 -
171 2321 0 0 tick 2654200510 2007407745 2007273276 2654200510 369631236
172 2321 0 1 tick 3009753720 2010376420 - 0 -
173 2321 0 0 tick 2968330245 2009663518 2009657598 2968330245 434890076
174 2321 0 1 tick 2924952940 2010078955 - 0 -
175 2321 0 0 tick 2981160135 2010474649 2010457788 2981160135 436550415
176 2321 0 1 tick 3005843066 2010991304 - 0 -
177 2321 0 0 tick 3013034397 2010342550 2010342258 3013034397 437170719
178 2321 0 1 tick 3025185789 2010626102 - 0 -
179 2321 0 0 tick 2991708877 2010317306 2010314298 2991708877 435270147
180 2321 0 1 tick 2923700283 2010551898 - 0 -
181 2321 0 0 tick 2930993807 1994801550 1994817990 2930993807 430678222
182 2321 0 1 tick 2996370443 2010998109 - 0 -
183 2321 0 0 tick 2977670303 1994776267 1994770428 2977670303 431598478
184 2321 0 1 tick 3010093959 2010458116 - 0 -
185 2321 0 0 tick 3014604818 2010690963 2010699702 3014604818 436964820
186 2321 0 1 tick 2975475830 2011033243 - 0 -
187 2321 0 0 tick 2908178972 2010630473 2010637644 2908178972 427951540
188 2321 0 1 tick 2973728018 2011086490 - 0 -
189 2321 0 0 tick 3011223097 2011041387 2011052382 3011223097 436931022
190 2321 0 1 tick 3012255010 2010929926 - 0 -
191 2321 0 0 tick 795455731 2002143234 2002151118 795455731 39852718
192 2321 0 1 tick 1170110166 1968110232 - 0 -
193 2321 0 0 tick 1447268766 2002461435 2002530054 1447268766 78445270
194 2321 0 1 tick 1723376611 2002264408 - 0 -
195 2321 0 0 tick 3026089366 2010837653 2010837762 3026089366 437574952
196 2321 0 1 tick 2989465430 2010939599 - 0 -
197 2321 0 0 tick 2913588885 2010660726 2010637902 2913588885 428528302
198 2321 0 1 tick 2929117872 2011028630 - 0 -
199 2321 0 0 tick 3008226832 2010582127 2010573504 3008226832 437530223
200 2321 0 1 tick 3021954206 2011003907 - 0 -
201 2321 0 0 tick 3010403452 2010419568 2010417966 3010403452 435394086
202 2321 0 1 tick 2951442688 1986926088 - 0 -
203 2321 0 0 tick 2924277283 2010908811 2010923196 2924277283 430195795
204 2321 0 1 tick 2903830042 2010829841 - 0 -
205 2321 0 0 tick 2979908806 2010205695 2010194442 2979908806 436338780
206 2321 0 1 tick 3012973167 2010714616 - 0 -
207 2321 0 0 tick 3012420246 2010604204 2010600654 3012420246 435804797
208 2321 0 1 tick 3017560387 2010955431 - 0 -
209 2321 0 0 tick 2930035978 1986089247 1994054880 2930035978 430490823
210 2321 0 1 tick 2911929821 2010807510 - 0 -
211 2321 0 0 tick 2970123621 2010754511 2010754296 2970123621 436657518
212 2321 0 1 tick 3026213975 2011119855 - 0 -
213 2321 0 0 tick 3018699862 2010449248 2010450480 3018699862 436860800
214 2321 0 1 tick 864718468 2001930859 - 0 -
215 2321 0 0 tick 1139675646 1967180872 1967209278 1139675646 67515653
216 2321 0 1 tick 1443131383 2002591009 - 0 -
217 2321 0 0 tick 1677930210 2001695589 2001637344 1677930210 147006226
218 2321 0 1 tick 3027878429 2011230898 - 0 -
219 2321 0 0 tick 2951602142 2010816188 2010790752 2951602142 435119377
220 2321 0 1 tick 2876342750 2010786798 - 0 -
221 2321 0 0 tick 2936148176 2010825140 2010833328 2936148176 432036148
222 2321 0 1 tick 2999417454 1995084372 - 0 -
223 2321 0 0 tick 3024719279 2010679126 2010653574 3024719279 438444147
224 2321 0 1 tick 2968970014 2010992815 - 0 -
225 2321 0 0 tick 2858052866 2002490802 2002501644 2858052866 419468235
226 2321 0 1 tick 2941597327 2010121348 - 0 -
227 2321 0 0 tick 3007681806 2010845580 2010844236 3007681806 437711850
228 2321 0 1 tick 3030586819 2011167608 - 0 -
229 2321 0 0 tick 3005564135 2010535504 2010510180 3005564135 438531673
230 2321 0 1 tick 2914389587 2011122856 - 0 -
231 2321 0 0 tick 2905450732 2010616695 2010617448 2905450732 426690874
232 2321 0 1 tick 2999551617 2010931478 - 0 -
233 2321 0 0 tick 2967931408 1989542637 1994893644 2967931408 429674682
234 2321 0 1 tick 994211444 2001717800 - 0 -
235 2321 0 0 tick 1064017356 1950582054 1950580860 1064017356 58611531
236 2321 0 1 tick 1468192285 2002471902 - 0 -
237 2321 0 0 tick 1565733290 2001178240 2001274248 1565733290 121926549
238 2321 0 1 tick 2989909226 2010040690 - 0 -
239 2321 0 0 tick 2803841835 2010450085 2010499680 2803841835 416265190
240 2321 0 1 tick 2972995149 2010281970 - 0 -
241 2321 0 0 tick 3030975913 2009718475 2009718270 3030975913 441054249
242 2321 0 1 tick 2950624384 2004896248 - 0 -
243 2321 0 0 tick 2807572120 2010423556 2010393054 2807572120 416631574
244 2321 0 1 tick 3005039167 2010994523 - 0 -
245 2321 0 0 tick 3016958547 2010957927 2010972108 3016958547 440079202
246 2321 0 1 tick 2911699419 2011061201 - 0 -
247 2321 0 0 tick 2812713647 2005553713 2010182628 2812713647 417323565
248 2321 0 1 tick 2987002411 2011091481 - 0 -
249 2321 0 0 tick 1466313113 2005033488 2005001532 1466313113 161049380
250 2321 0 1 tick 916007064 1967348374 - 0 -
251 2321 0 0 tick 1468039890 2002486538 2002456764 1468039890 84046175
252 2321 0 1 tick 1453948787 2002609128 - 0 -
253 2321 0 0 tick 2221313959 1984317833 1989016986 2221313959 280351293
254 2321 0 1 tick 2738465280 2010247911 - 0 -
255 2321 0 0 tick 2979844977 2010626810 2010671832 2979844977 441096876
256 2321 0 1 tick 2888330533 2010569133 - 0 -
257 2321 0 0 tick 2821108786 2010505000 2010450414 2821108786 420944914
258 2321 0 1 tick 2984759503 2010404789 - 0 -
259 2321 0 0 tick 2730201155 2009809555 2009814120 2730201155 407280568
260 2321 0 1 tick 2945090947 1994967568 - 0 -
261 2321 0 0 tick 809423797 2002213728 2002225092 809423797 43430851
262 2321 0 1 tick 1156268511 1967896820 - 0 -
263 2321 0 0 tick 1426112009 1986465953 1986497652 1426112009 76071453
264 2321 0 1 tick 1470526731 2002457426 - 0 -
265 2321 0 0 tick 2383386802 1990313132 1990348200 2383386802 344797366
266 2321 0 1 tick 2923745899 2010910028 - 0 -
267 2321 0 0 tick 2667704762 2010262597 2010238188 2667704762 400346484
268 2321 0 1 tick 2782312247 2010454946 - 0 -
269 2321 0 0 tick 2666680338 2009853629 2009844192 2666680338 392396240
270 2321 0 1 tick 681318863 1998234390 - 0 -
271 2321 0 0 tick 1214072954 1970249874 1970208294 1214072954 66832062
272 2321 0 1 tick 1454797544 2000589502 - 0 -
273 2321 0 0 tick 1448209494 1978341982 1984846764 1448209494 83279712
274 2321 0 1 tick 2000181525 1986273139 - 0 -
275 2321 0 0 tick 2626497290 2009046121 2009052036 2626497290 393393952
276 2321 0 1 tick 2636938560 2009616925 - 0 -
277 2321 0 0 tick 992186990 2001180602 2001141624 992186990 78816710
278 2321 0 1 tick 1065275456 1966486505 - 0 -
279 2321 0 0 tick 1458581964 1985523484 1985572176 1458581964 83681077
280 2321 0 1 tick 1464270952 2002510991 - 0 -
281 2321 0 0 tick 1455308037 2000841901 2000876202 1455308037 97835654
282 2321 0 1 tick 2107762366 2007556860 - 0 -
283 2321 0 0 tick 1029146362 1986522256 1986469152 1029146362 92719177
284 2321 0 1 tick 981215338 1967403864 - 0 -
285 2321 0 0 tick 1457537585 2002115798 2002058256 1457537585 81391003
286 2321 0 1 tick 1467439292 2002816217 - 0 -
287 2321 0 0 tick 1468252685 2002434158 2002456080 1468252685 84054791
288 2321 0 1 tick 1546906958 2002338912 - 0 -
289 2321 0 0 tick 882483609 2001855954 2001780426 882483609 64607918
290 2321 0 1 tick 994191870 1967283148 - 0 -
291 2321 0 0 tick 1444686993 1986428671 1986512232 1444686993 80404345
292 2321 0 1 tick 1467862681 2002548407 - 0 -
293 2321 0 0 tick 1455885895 1985714669 1985664468 1455885895 83576175
294 2321 0 1 tick 1389104446 2000949854 - 0 -
295 2321 0 0 tick 724793255 1993332961 1993292334 724793255 31397546
296 2321 0 1 tick 1089618673 1968020958 - 0 -
297 2321 0 0 tick 1470495972 2002409110 2002360278 1470495972 84141411
298 2321 0 1 tick 1466796040 2002635023 - 0 -
299 2321 0 0 tick 1410006581 2000318630 2000424558 1410006581 93817559
300 2321 0 1 tick 1001400613 2000464931 - 0 -
301 2321 0 0 tick 746768403 1972331928 1973323956 746768403 33372603
302 2321 0 1 tick 1447246831 1996012083 - 0 -
303 2321 0 0 tick 1452652504 2002299742 2002223184 1452652504 80712372
304 2321 0 1 tick 1467137016 2002538775 - 0 -
305 2321 0 0 tick 1352519659 2000120399 2000103594 1352519659 101223984
306 2321 0 1 tick 818571923 2001271077 - 0 -
307 2321 0 0 tick 925051705 1965489483 1965435150 925051705 47630370
308 2321 0 1 tick 1466970818 2002172820 - 0 -
309 2321 0 0 tick 1468531462 2002420223 2002419330 1468531462 84065185
310 2321 0 1 tick 1438203462 2002723202 - 0 -
311 2321 0 0 tick 1072413129 1999522122 1999448178 1072413129 101767646
312 2321 0 1 tick 700301342 1998800469 - 0 -
313 2321 0 0 tick 1329871274 1970478756 1970428830 1329871274 77477263
314 2321 0 1 tick 1449961001 1996122852 - 0 -
315 2321 0 0 tick 1468573326 2002300884 2002282674 1468573326 84066933
316 2321 0 1 tick 1316674566 2000203678 - 0 -
317 2321 0 0 tick 720902701 2001529578 2001511590 720902701 29264054
318 2321 0 1 tick 1058484903 1967879439 - 0 -
319 2321 0 0 tick 1460273120 1993803179 1993784640 1460273120 83746218
320 2321 0 1 tick 1463435751 2002321075 - 0 -
321 2321 0 0 tick 1414116082 2000372122 2000393754 1414116082 89165367
322 2321 0 1 tick 973055692 2001220659 - 0 -
323 2321 0 0 tick 726971346 1973373076 1973331246 726971346 32146167
324 2321 0 1 tick 1424715454 1979933758 - 0 -
325 2321 0 0 tick 1457948781 1988845785 1994124222 1457948781 83656335
326 2321 0 1 tick 1468080996 2002532438 - 0 -
327 2321 0 0 tick 1266128565 2000179484 2000194242 1266128565 113244549
328 2321 0 1 tick 654186401 2000614664 - 0 -
329 2321 0 0 tick 1171439675 1968958189 1968927684 1171439675 67934525
330 2321 0 1 tick 1468634337 2002565340 - 0 -
331 2321 0 0 tick 1427540169 1986285122 1986249348 1427540169 76126552
332 2321 0 1 tick 1385196233 1984676502 - 0 -
333 2321 0 0 tick 891706094 2001033602 2000984190 891706094 63480622
334 2321 0 1 tick 809446535 1957738926 - 0 -
335 2321 0 0 tick 1453617070 1995625315 1995598116 1453617070 80943371
336 2321 0 1 tick 1467289434 2002371325 - 0 -
337 2321 0 0 tick 1465759963 2002456825 2002431414 1465759963 83958397
338 2321 0 1 tick 1165118461 1984133133 - 0 -
339 2321 0 0 tick 679154887 1998379629 1998403692 679154887 20738249
340 2321 0 1 tick 1233509606 1969543603 - 0 -
341 2321 0 0 tick 1443833740 1984652612 1986493806 1443833740 80371347
342 2321 0 1 tick 1462981637 1993973285 - 0 -
343 2321 0 0 tick 1347143397 2000430310 2000436102 1347143397 101226330
344 2321 0 1 tick 807795182 1984983624 - 0 -
345 2321 0 0 tick 922767382 1967622095 1967607504 922767382 47417684
346 2321 0 1 tick 1452714896 1982948246 - 0 -
347 2321 0 0 tick 1458287810 2000811005 2000832774 1458287810 81532191
348 2321 0 1 tick 1370122762 2000787487 - 0 -
349 2321 0 0 tick 865208113 2001178874 2001118692 865208113 58108094
350 2321 0 1 tick 862364286 1967543707 - 0 -
351 2321 0 0 tick 1439333412 2001971651 2001996216 1439333412 76582989
352 2321 0 1 tick 1456906729 1984578985 - 0 -
353 2321 0 0 tick 1387773383 1984659160 1984613280 1387773383 94849874
354 2321 0 1 tick 919047581 1993454669 - 0 -
355 2321 0 0 tick 783473855 1973630040 1973675694 783473855 35517589
356 2321 0 1 tick 1451765860 1996026520 - 0 -
357 2321 0 0 tick 1466234330 2001981753 2001978450 1466234330 83976353
358 2321 0 1 tick 1407653310 2000135826 - 0 -
359 2321 0 0 tick 967581751 2001542566 2001446676 967581751 78218397
360 2321 0 1 tick 731814051 1973313199 - 0 -
361 2321 0 0 tick 1434237220 1995151139 1995172620 1434237220 77455299
362 2321 0 1 tick 1467932711 2002045787 - 0 -
363 2321 0 0 tick 1346055251 2000552347 2000500680 1346055251 102895560
364 2321 0 1 tick 797444181 1985325822 - 0 -
365 2321 0 0 tick 935017373 1967451870 1967387280 935017373 48198925
366 2321 0 1 tick 1469219055 2002404550 - 0 -
367 2321 0 0 tick 1467559756 2002585491 2002631940 1467559756 84027867
368 2321 0 1 tick 1266106474 2000031990 - 0 -
369 2321 0 0 tick 649095060 2001467684 2001459960 649095060 14614424
370 2321 0 1 tick 1172275951 1967613025 - 0 -
371 2321 0 0 tick 1462825091 2000598285 2000555268 1462825091 82869844
372 2321 0 1 tick 1443236401 2001760338 - 0 -
373 2321 0 0 tick 1082238222 1999537482 1999589976 1082238222 102331169
374 2321 0 1 tick 695786129 1998708399 - 0 -
375 2321 0 0 tick 1300606252 1954325540 1954249074 1300606252 73597429
376 2321 0 1 tick 1467517350 1999129931 - 0 -
377 2321 0 0 tick 1310074495 2000372432 2000321514 1310074495 111506341
378 2321 0 1 tick 708131417 2001629160 - 0 -
379 2321 0 0 tick 1068745608 1966192046 1966176858 1068745608 58676956
380 2321 0 1 tick 1468132338 2002228884 - 0 -
381 2321 0 0 tick 1468300292 2002386673 2002399992 1468300292 84056244
382 2321 0 1 tick 1318488564 2000347674 - 0 -
383 2321 0 0 tick 751621409 2000958533 2000966346 751621409 35357467
384 2321 0 1 tick 1017373501 1967745391 - 0 -
385 2321 0 0 tick 1456718755 2002416495 2002513512 1456718755 82169041
386 2321 0 1 tick 1461956498 2002584003 - 0 -
387 2321 0 0 tick 1345875086 2000420137 2000412330 1345875086 103821625
388 2321 0 1 tick 794092020 1993433475 - 0 -
389 2321 0 0 tick 934878872 1951897502 1951874112 934878872 48414915
390 2321 0 1 tick 1452306924 1978591282 - 0 -
391 2321 0 0 tick 1466184974 2000440504 2000419818 1466184974 83974701
392 2321 0 1 tick 1347294768 1981956134 - 0 -
393 2321 0 0 tick 859274074 2001586626 2001612696 859274074 56938323
394 2321 0 1 tick 870083406 1967304483 - 0 -
395 2321 0 0 tick 1447201937 2002409778 2002368294 1447201937 78512069
396 2321 0 1 tick 1457128276 1997165186 - 0 -
397 2321 0 0 tick 1394865101 2000244980 2000305200 1394865101 97114973
398 2321 0 1 tick 905818946 2001665002 - 0 -
399 2321 0 0 tick 802474568 1973743314 1973706120 802474568 36693585
400 2321 0 1 tick 1451918971 1996106999 - 0 -
401 2321 0 0 tick 1461897217 1993010821 1994336238 1461897217 83808505
402 2321 0 1 tick 1405257563 2000696738 - 0 -
403 2321 0 0 tick 952187870 2001056659 2001005916 952187870 75304136
404 2321 0 1 tick 749500371 1974035287 - 0 -
405 2321 0 0 tick 1446485181 1995622745 1995594582 1446485181 80667576
406 2321 0 1 tick 1443745621 1986477505 - 0 -
407 2321 0 0 tick 1343613789 2000548800 2000585568 1343613789 103960747
408 2321 0 1 tick 792465789 2001730378 - 0 -
409 2321 0 0 tick 949518081 1965931385 1965905520 949518081 49168677
410 2321 0 1 tick 1468443333 2002690368 - 0 -
411 2321 0 0 tick 1466476378 2002366444 2002393380 1466476378 83985713
412 2321 0 1 tick 1354113025 1999845010 - 0 -
413 2321 0 0 tick 837823098 2001112482 2001108060 837823098 52765067
414 2321 0 1 tick 895476276 1966558746 - 0 -
415 2321 0 0 tick 1454721065 1986379966 1986477264 1454721065 83531648
416 2321 0 1 tick 1439753144 2002400301 - 0 -
417 2321 0 0 tick 1394719068 2000492088 2000511030 1394719068 99629941
418 2321 0 1 tick 887888578 1999692835 - 0 -
419 2321 0 0 tick 809668262 1955644667 1957629480 809668262 37431216
420 2321 0 1 tick 1453753786 1996087951 - 0 -
421 2321 0 0 tick 1466507753 2002425414 2002366074 1466507753 83987442
422 2321 0 1 tick 1402650876 2000989891 - 0 -
423 2321 0 0 tick 937508440 2000669270 2000670804 937508440 72508239
424 2321 0 1 tick 761493786 1973592315 - 0 -
425 2321 0 0 tick 1443738801 1986307019 1986361734 1443738801 80561497
426 2321 0 1 tick 1455708343 2002592615 - 0 -
427 2321 0 0 tick 1424527888 2000520332 2000517138 1424527888 90004478
428 2321 0 1 tick 988929799 2001612872 - 0 -
429 2321 0 0 tick 710052982 1975846582 1975859490 710052982 29178953
430 2321 0 1 tick 1429146540 1994244327 - 0 -
431 2321 0 0 tick 1468187637 2002428667 2002479372 1468187637 84052274
432 2321 0 1 tick 1447819658 2000318880 - 0 -
433 2321 0 0 tick 1020515808 2002259752 2002164372 1020515808 93160788
434 2321 0 1 tick 701134633 1982597676 - 0 -
435 2321 0 0 tick 1373237306 1970735758 1970683728 1373237306 84122814
436 2321 0 1 tick 1445873194 2002752485 - 0 -
437 2321 0 0 tick 1458636455 2002271014 2002313622 1458636455 81979958
438 2321 0 1 tick 1308058007 2000759220 - 0 -
