,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,2274,0,0,tick,784922981,1446564367,1448341740,784922981,92457755,724341788,1938214659,0
1,3,2274,0,0,tick,1208752864,1936908675,1938276750,1208752864,65710419,1153610961,1982277345,0
2,5,2274,0,0,tick,781542563,1951003898,1951002540,781542563,27351674,1377628203,1971270851,0
3,7,2274,0,0,tick,2893017551,1985401956,1991438304,2893017551,414845989,2951430896,2009087975,0
4,9,2274,0,0,tick,2881389368,2009878684,2009890800,2881389368,411547646,2974002649,2010036787,0
5,11,2274,0,0,tick,2873015987,2008442394,2008502562,2873015987,410360482,2978768923,2010519310,0
6,13,2274,0,0,tick,1471908932,1996454440,1996487190,1471908932,156564189,1063418417,1967306814,0
7,15,2274,0,0,tick,2014840284,2003529245,2003381658,2014840284,225332580,2968344324,2010953184,0
8,17,2274,0,0,tick,2953954489,2010605037,2010600300,2953954489,427003930,2911609890,2010178983,0
9,19,2274,0,0,tick,2968134712,2010345103,2010356658,2968134712,430117013,2902073329,2009371565,0
10,21,2274,0,0,tick,2967310320,2010109480,2010147318,2967310320,429549523,2610779527,2008911688,0
11,23,2274,0,0,tick,757709650,1998122143,1998100944,757709650,21388253,1359478487,1968494630,0
12,25,2274,0,0,tick,2757225894,2010318839,2010247470,2757225894,398613701,2945600063,2010844595,0
13,27,2274,0,0,tick,2870957054,2010023988,2010055314,2870957054,414604483,2964025538,2011119242,0
14,29,2274,0,0,tick,2880008126,2009946523,2009978298,2880008126,415863214,2956843156,2010890684,0
15,31,2274,0,0,tick,1323980454,2003582925,2003648664,1323980454,131892951,1073211506,1966945598,0
16,33,2274,0,0,tick,1555783951,2000907942,2000838162,1555783951,119504264,2984520056,2009747363,0
17,35,2274,0,0,tick,2967083988,2010243526,2010276060,2967083988,431501956,2923431209,2009780274,0
18,37,2274,0,0,tick,2963624934,2010275368,2010270654,2963624934,430718587,2976257829,2010940013,0
19,39,2274,0,0,tick,2933519794,2010379413,2010398694,2933519794,423270369,2973202237,2010966888,0
20,41,2274,0,0,tick,2981761637,2010590709,2010591180,2981761637,431755832,758332278,1998805454,0
21,43,2274,0,0,tick,1203478927,1970390849,1970354904,1203478927,64084441,1917126382,2000099931,0
22,45,2274,0,0,tick,3004615909,2010212897,2010242700,3004615909,434369405,3008679624,2011073407,0
23,47,2274,0,0,tick,2995391048,2010610965,2010613530,2995391048,433056844,2933598776,2010676202,0
24,49,2274,0,0,tick,2977438417,2002744686,2002748688,2977438417,430189357,2967894597,2010804404,0
