,index,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9
92,92,2009851038,2011041628,1994726858,2010492984,2010607514,2010690963,2010805782,2010657778,2010528449,1986713665
93,93,2010862554,2010792515,2010709193,2010074342,2010653510,2010630473,2010857925,2010079451,2010837563,2002249512
94,94,2010342252,1986692509,1992600570,2010776607,1988577189,2011041387,2010905801,2010814384,2010719339,2010426479
95,95,2005672638,2005464276,2006623388,2006467473,1996846168,2002143234,2004913907,2005695886,1996634727,1992377356
96,96,1995628153,1986381623,1995859302,1995671008,2001020582,2002461435,1992994882,1978426038,2002158239,1986368787
97,97,1996833274,2006730987,1989409766,1998098485,2010702443,2010837653,2007822942,2006712391,2010909816,2010945666
98,98,2010671637,2010834907,2010523760,2011039178,2010709131,2010660726,2010807303,1994544961,2009996568,2010863985
99,99,1986398873,1986719411,2010923969,2010696045,2010645411,2010582127,2010745751,2010757076,2010789026,2010329663
100,100,1991307881,2010214200,2010415734,2010818099,2011002556,2010419568,2009972657,2011032822,2010879208,2010308280
101,101,2010836229,2010852313,2010932559,2010889474,2010270842,2010908811,2010715808,2010737397,2010027442,2009997329
102,102,2010755685,1986694560,2010729952,2010475954,2010459048,2010205695,2010697781,1994901653,2010704607,2010078939
103,103,2010905488,2010669875,2010806733,2010921045,2011014343,2010604204,1994700117,1994920913,2010602318,2010478158
104,104,2010146209,2010195300,2010952351,2010689660,1998955075,1986089247,2009788492,2010857799,2010632333,2010807840
105,105,2010737632,1985884148,1994729095,2010667742,2010653651,2010754511,2010132557,2010744673,2010021483,2010407736
106,106,2010832356,2010239564,2010910089,2010978285,2009619403,2010449248,2003865933,2010828335,2008542544,1994729109
107,107,1965226832,1973329846,1973331873,1974005473,1969197732,1967180872,1967285466,1956970206,1970507218,1970040518
108,108,2001654818,2002209154,1986245336,1986418259,2003139785,2001695589,1993692971,2002188905,2004631666,1975482317
109,109,2010594081,1990976966,2010704259,2010948270,2010375139,2010816188,1987712911,2010847639,2010684964,1992118903
110,110,1994773073,2010043620,2010661256,2010701757,1994106478,2010825140,2010806866,2010489656,2010532067,1994706391
111,111,2011001411,2011027619,2011085162,1992619796,2009644866,2010679126,2010375869,2010960507,1994661652,2002544102
112,112,2010905236,2010601760,2010745690,2010746213,2009426100,2002490802,2010537683,2010799218,2010638323,2001952694
113,113,2010176277,2010776797,1988943916,2010905619,2010711248,2010845580,2002209971,2001340021,2002375254,1988396083
114,114,1988758095,2010670999,2010795837,2010666799,1997871590,2010535504,2010361884,2010191097,2010494550,2010496771
115,115,2010714713,2009410374,2010401573,2010226510,2010479501,2010616695,2010047703,2010745723,2010878871,2010717299
116,116,1996646261,2010934529,2011023733,2010962760,2010490957,1989542637,1994910965,2010848626,1992589231,2010921746
117,117,1972839999,1957186317,1982646137,1998646652,1970340788,1950582054,1973880274,1981535020,1970869844,1958427448
118,118,2001981660,2001611478,1984319524,2002438127,2002634493,2001178240,2002375904,2002272346,1986112276,2001574285
119,119,2010347632,1994528519,2002885602,2010789160,2010525627,2010450085,2010767062,2010602731,2010213246,2010371591
120,120,2003622230,1988845607,1994946718,2010645378,2010736478,2009718475,2010957897,2010736513,2010751432,2010244709
121,121,2009744758,2009508704,1994490813,2010004132,1994419869,2010423556,2009837551,2010658221,2010785189,2009485699
122,122,2010722682,2010673873,2010811480,2010373311,2010503385,2010957927,2010825494,2010777505,2010677201,2010923914
123,123,2010312287,2010368119,2010305920,2010054238,2010343875,2005553713,2010169110,2001846584,2009692478,2010049138
124,124,2009746184,2008379637,2010833621,2010742016,2003503845,2005033488,1982962101,2010422623,1997522318,1986061956
125,125,1971217787,1951481316,1970518714,1970234681,2002258615,2002486538,1970851547,1971189526,2001753736,1980182882
126,126,2000049113,1997926836,2002290131,2002352829,2005904900,1984317833,2001583363,2002337295,2010685152,2005046600
127,127,2001299654,2010156243,2010143012,1994387216,2010853359,2010626810,1993981309,2010179371,2011027862,2010808381
128,128,1991087557,2010081613,1994119456,1993981901,2010530020,2010505000,2010278339,1993683170,2011034305,2010524757
129,129,2010467021,2010715329,2010718152,2010484769,2009495544,2009809555,1994456484,2009683453,2009995574,1993894101
130,130,2007655743,1997769633,2008646872,2008280499,1997862770,2002213728,1996551434,2008278145,1992144687,2001773634
131,131,1952088571,1987957638,1970717768,1970813390,2000923584,1986465953,1995982974,1970931056,2001077881,2002115482
132,132,2001178043,1995087530,2000757324,1990242954,2009891620,1990313132,2002543053,2001016787,2009264127,2006438507
133,133,2010705921,2009933995,2010032286,2011009350,1994060770,2010262597,2009993803,2010901903,2010484596,1985196740
134,134,2009367519,1993755016,2009722896,2008985397,1993048044,2009853629,2009623314,2009147307,1995298745,2009682977
135,135,1973133373,1960967986,1998555327,1992434398,1970236600,1970249874,1951364637,1980206727,1995471940,1970787579
136,136,1985745921,1986137123,2002234832,2002364594,1986510610,1978341982,2002174966,1986322639,1985208262,2001888960
137,137,2009168014,2009810650,1995821799,1984178490,2009674693,2009046121,1987556733,1990328747,2009688659,1993970515
138,138,2007304801,2006673062,1993177409,2007513707,2001669849,2001180602,2007026561,2008842344,1997857132,1978797851
139,139,1970069201,1953941167,1959337136,1971204800,2002348422,1985523484,1970460461,1971307803,2002224125,2001073631
140,140,1990630830,1977261088,2002260141,2002477642,2000305786,2000841901,2001932132,1986161640,1986467124,1999738050
141,141,2007314858,2005999655,2006537313,2006593524,2001852403,1986522256,1991061042,1990675320,1997959970,2002413619
142,142,1970765085,1961471665,1965991979,1967383852,1994168857,2002115798,1969792583,1966566682,2002156538,2002094079
143,143,2001730767,2001255397,2002395815,1993406047,1985948601,2002434158,1986467349,2001273796,1996370440,1996735105
144,144,2001468400,2003959052,2002018758,1992848045,2001248196,2001855954,2001633234,2001730739,1997392005,2002094203
145,145,1967366382,1946676514,1965141418,1966613161,2002334116,1986428671,1966586209,1967833281,1986017676,1993720112
146,146,2002611054,2002261335,2002230502,2002141082,2000562801,1985714669,2001331735,2001797728,1978600231,2001131540
147,147,2000326898,1999849649,2000724152,2000199677,2001388570,1993332961,1984074232,1999715978,1973245598,2000670222
148,148,1962631980,1969618725,1966742111,1967188883,2002590710,2002409110,1967520481,1951825062,2001952141,2000875523
149,149,2002040149,2002370799,2002395365,2002195727,1983974451,2000318630,2001893685,2001695950,1989702304,1982296921
150,150,1976174829,1976848131,2002306857,2001120017,1971218725,1972331928,2001054181,2001102464,1968991237,1964753569
151,151,2001806450,2002330275,1966111219,1955742192,2002303077,2002299742,1995603442,1995933223,1985494028,1986242613
152,152,2002365955,2002352591,2000120335,2001774391,2000068648,2000120399,2002058752,2002023256,1983028035,1999154195
153,153,1984827492,2000647637,1994593967,1990641202,1966387059,1965489483,2000592224,2000070684,1970920276,1957045296
154,154,2001751289,2001928267,1994664727,1995913429,2002374641,2002420223,1981574495,1986177218,1998791510,2001066854
155,155,2001675406,1998361474,2002366358,2002013950,1979576725,1999522122,2002060199,2002210758,1982491512,1999050361
156,156,1982357964,1949462619,2001159112,1998995751,1969778413,1970478756,1997616847,1982006661,2002141144,1969364903
157,157,1986340589,1992634637,2002130581,2002421084,2001302767,2002300884,2002175862,1986289221,2000418263,1986294677
158,158,1999613034,1999482184,2000210529,2000343867,2000216259,2001529578,2000332797,2000202086,1973221495,2001041894
159,159,1951262482,1967514627,1981603430,1973717587,1985891672,1993803179,1972238091,1967434424,2001903119,2000989767
160,160,2001550024,2002271379,2002083355,2002205227,1999832951,2000372122,2002358191,1985414567,1982941772,2002488669
161,161,2000797275,2000327040,1993633271,1999962704,1998012722,1973373076,1981145025,1998908853,1953661647,1998343422
162,162,1946922020,1993918976,1967514402,1969196977,2001731610,1988845785,1967306713,1971388140,2000187665,1986486024
163,163,2002225901,1994184115,2002200106,2002385867,1999608919,2000179484,2001583786,2000630846,2000876438,1975621008
164,164,1999991035,2000880599,2001510032,2001224654,1966647027,1968958189,2001036692,2000232081,2002152211,1967375130
165,165,1985524356,1978200653,1983626708,1995680193,2002317741,1986285122,1979425979,2001402508,1977872093,2002404907
166,166,1975483069,1982960367,1992811061,2001361824,2001050374,2001033602,2001191904,1986226481,1982028683,1985227727
167,167,1997993173,1972857148,2000000180,1997685994,1994807994,1995625315,2000806093,1989484652,2000441890,1954398089
168,168,2000759994,2002211119,2002006329,2002498270,2000838732,2002456825,1985858668,1985602922,1999499725,2002432627
169,169,1999794326,1998907835,1999748775,2000288857,1998063724,1998379629,2000095728,1984288165,1949063219,2001320557
170,170,1965409436,1967022691,1998465963,1965470156,1985377389,1984652612,1972027346,1967489405,2009667014,2002276847
171,171,1981791599,1980452982,2002363879,2002392440,1999954479,2000430310,2002460992,2002387076,2001144541,2000066420
172,172,1992322590,2000085588,1999918880,1999992505,1966231526,1967622095,1999459932,1999803795,1970202943,1972420480
173,173,1970558878,1995908050,1966156973,1969688230,2002264046,2000811005,1965754540,1970731666,2002320551,1994450086
174,174,2002431744,2000166352,2002320244,1985333794,2000737305,2001178874,1986475971,1986186188,1997036377,2001396447
175,175,1998481243,1974644607,2001180314,2000870112,1995724759,2001971651,2000875346,2001225653,1983496422,1990664719
176,176,1985978066,2001484761,2000727141,2002450011,2000223546,1984659160,2001922970,1991086774,1999673734,1998998031
177,177,1998829474,1997491128,1999938441,1984163907,1958589471,1973630040,1976780890,2000260604,1970726747,1998546348
178,178,1971133336,1951437973,1973349137,1967234772,1985206076,2001981753,1956192908,1967283817,2001815335,1992659322
179,179,2001977953,2000263396,2002395558,2002299557,2002133110,2001542566,1985037092,2002229914,1998269970,1975434703
180,180,2000585042,1988806815,1985463505,2000967558,1954143388,1995151139,2000399931,2001211407,2001801052,1971068341
181,181,2002237283,1980443731,1984836744,2002412260,2000366934,2000552347,1955100979,1994139930,2000818157,1999610836
182,182,1999075538,2001122438,1999112966,2000271350,1971957769,1967451870,1984201972,1999769123,1995459506,1955350904
183,183,1954558338,1954658646,1966936966,1950714360,2002423748,2002585491,1972307424,1966449475,2000225275,2002053946
184,184,1999484356,1999875733,1986110332,1986410443,2000925055,2001467684,2002469115,2002188667,1966888604,1982733328
185,185,1971818239,1973249916,2000878366,1998260079,2002309846,2000598285,2000811830,1997862898,2002200965,1982996715
186,186,1983954194,2002345489,2001990409,2002381367,1997160294,1999537482,2002279891,2000100710,1999915624,1999927460
187,187,2000404590,1999657405,1999721688,1999428477,1961092024,1954325540,1999706690,2001659306,2001728815,1951699668
188,188,2002267324,2001059800,1967371836,1969680381,2000030368,2000372432,1959540014,1954525626,1979269749,1998665556
189,189,1997229740,2000195683,1983682465,2000002840,1950341466,1966192046,1999707042,1981915579,1985355678,1972895645
190,190,1946729985,1979098131,1973384358,1966150305,2002529635,2002386673,1972003756,1967343770,2000296741,1996080139
191,191,2002355826,1980313890,2002286515,2002317157,2000154270,2000958533,2001162191,2002030580,1973534850,1999888313
192,192,1998015950,1997953049,1985549450,1991759715,1999315096,2002416495,2002066405,2000796361,2002193764,1995954400
193,193,2002193410,2002063998,1970201960,2002382896,1999979385,2000420137,1969258533,2002301823,2001308803,1999483666
194,194,1999327305,1982592881,1985949939,2000216070,1972557428,1951897502,2001561229,1984018240,1994151736,1989230176
195,195,1951867132,1970817331,1997911537,1965558956,2002383207,2000440504,1998162020,1967367829,1999571659,2002272448
196,196,1993606100,1993711407,2002200626,2002230828,1985318323,2001586626,2000330060,2001854720,1973177541,1982508061
197,197,2001075004,2001240962,1999028797,2001155462,1984449117,2002409778,1999101769,2001380656,2002212349,1969854784
198,198,2001707695,2001996952,1970550779,1986952151,2001161011,2000244980,1967082351,1984044136,1985779209,1983466396
199,199,2000188148,1990913300,1982723164,2002102008,1998429645,1973743314,2002351905,2000063262,1970929188,1975699876
200,200,1966561525,1967899250,1984482221,1990327665,2001528451,1993010821,2001088106,1979530265,2002376622,2002323128
201,201,1979531060,1983982578,2002063470,1994340856,1982769256,2001056659,2002292104,2002489533,1981265468,1983616687
202,202,2000660491,2000650670,1999664952,1983620939,1969643642,1995622745,2000030216,1983801554,2002193682,1971092004
203,203,2001562858,2002207669,1964927261,1970759263,2000278324,2000548800,1966140080,1955229630,2001345060,1988742100
204,204,1999294755,1999020539,2001963441,2000074263,1963697187,1965931385,2001390557,1991938350,1994846142,1982507664
205,205,1966841286,1966558479,2001131261,1997374309,2002397110,2002366444,2000890581,1972540328,1999502247,2002467297
206,206,1985732174,2001168507,2001587833,2001938590,2001602492,2001112482,1986313001,2002137119,1949143126,1999436914
207,207,2000859785,1983929417,1992374348,1999752912,1969597453,1986379966,1999843486,1999619916,2001800270,1970559326
208,208,2002201884,2001278472,1967096199,1953553403,1986058240,2000492088,1965856664,1971023428,2001363508,1996043855
209,209,1999855746,1999782376,1979337456,2002132500,1998486580,1955644667,2000946921,2002285310,1995377723,1973975686
210,210,1970591052,1966692899,2000651802,2000368316,2002369751,2002425414,2001034912,1997970295,1982853148,1986315128
211,211,2002245319,1995998782,1995010129,1986324317,1999352207,2000669270,1973951297,2002414597,1981879667,1999461681
212,212,1984006788,2000464404,1999982893,2000289999,1969103927,1986307019,2000041806,1999312333,2002162779,1949088154
213,213,1995500690,1995669169,1979834769,1966999397,1978964197,2000520332,1993112002,1952989000,1999683753,2002281949
214,214,1999730382,1980440051,1982618670,2001999917,1997514699,1975846582,1986420556,2001810160,1971134629,2001018703
215,215,1998166143,1980097611,1998965754,2001389348,2002318621,2002428667,1999088280,2001194149,2001528482,2002260398
216,216,1984992274,1978284315,1954516672,1996166130,1999664906,2002259752,1970012910,2001969698,1997553972,1999883032
217,217,1982737902,1998692656,2001266398,1984089479,1966389920,1970735758,2002309449,1984094592,2002072428,1966194970
218,218,1969269965,1969872328,1997880716,1973429663,2001097146,2002271014,1998608942,1966340011,2000519507,2002180162
219,219,2001622496,2002402013,2001799613,2002407371,2001108333,1985056072,2002311744,2001359618,1967714167,1985414998
220,220,2000746108,2000800188,1999971990,1993909184,1995413936,2002333547,2000223400,1990904182,2000036448,1970612062
221,221,1969992299,1992940789,1960789354,1954051511,2002376811,1998884142,1971993583,1969448232,1985583626,1985442525
222,222,2001494520,1977958355,2001673780,2002102999,1996270161,1973619538,2001626893,2002434201,1971491585,2000890482
223,223,1996608411,1998024051,1999875252,1999305308,2002376930,1993206677,1998547790,1999652701,2002161940,2001010620
224,224,2000661181,1986274880,1952650830,1995961479,2001636696,2000345745,1966775559,1994023419,2001381328,1993772785
225,225,1983403525,1982068205,2002201346,2002408204,1996719337,1967989303,2002306569,1997650154,1985135386,1998076957
226,226,1974124927,1973432441,1983571031,2000542903,2002012183,2002080571,1999555361,2001218805,2002261089,2001823189
227,227,2002447754,2001704218,1970441223,2002453199,1984026633,2000282891,1962338454,2002354850,2000873552,1999393458
228,228,1981825322,1982334645,2002220927,2000362159,1972842067,1957652907,2001942436,2002193247,2002087619,1998228361
229,229,1973269011,1972997061,1983368707,1999785578,2001920589,2002355828,1999413681,1997896541,2000467840,1976651195
230,230,2002391409,1999680607,1970467994,1984337206,2001976013,2001184902,1969877153,2002315078,1966745873,1999411201
231,231,2000890731,1979974708,2002209222,1999884167,1968584282,2002079424,2002529510,2000312265,1985454432,1954449886
232,232,1970959836,1995538939,1997956515,1950020656,2002459501,2000505463,1981775555,1967960302,2001007873,2002222516
233,233,2001970675,1986211743,2001726952,2002216555,1998437756,1967759784,1986521005,2002107922,1985235786,1998087313
234,234,1981571039,1998292994,1999834035,2001355258,2002202193,2002381485,1998836290,2001031354,2000456626,1993819660
235,235,2002226246,2001718655,1966814220,1995961190,1999625021,2001492230,1949690367,2001892731,1971788115,1999101850
236,236,1981283679,1989792933,2000467503,1971829866,1953785447,2002555167,2002242981,2000254482,1994154839,1968669756
237,237,1962384107,1953622347,2000583563,1998169672,2000044053,1984192959,2001182898,1966266068,2000921492,2000813044
238,238,1999775685,1999576293,2001822549,2002417168,1973114013,1959747419,2002449291,2002369771,2000911661,1997760359
239,239,1997119772,1994010619,1983289857,2001632030,2002321895,2002308598,1999844938,2001370802,2000375071,2002023917
240,240,2002151441,2002242108,1941765964,1984866932,2001123161,2001335175,1966203474,2002333836,1972850396,1999492922
241,241,1998430496,1990277134,1984110854,2000169686,1969812282,2002221330,2002241052,1983626753,2002332991,1953588778
242,242,1970611197,1969200230,1992692107,1988794782,2001887529,2001398426,2001100909,1951282706,2000457869,2002151634
243,243,2001745960,2002376807,1986269335,1986040475,2000923537,1983818505,1986325472,2002211321,1965792053,2001533359
244,244,1983365935,2000483123,2002322729,2000316081,1993952029,1994433332,1986028135,2000257907,2002180632,1953786010
245,245,1952664221,1990204909,1984997800,1965389852,2002213159,1984317437,2000857721,1967030951,1999618714,1980062664
246,246,2002164571,2002240776,2002166783,2001728276,1989860228,1970229512,2002327481,2001935257,1970120666,2001059250
247,247,2000836010,1976960712,1983745369,1999028070,2002405519,2001140900,2002522833,2001601980,2002054216,2002156839
248,248,2002385118,2002162259,1989900610,1953219984,2002483680,1999972253,1997557036,1954245649,2001208269,2002086489
249,249,1986160573,2001535549,2002043725,2001168160,1998323908,1950697246,1995266628,2002137600,1995508509,1982190758
250,250,1984861834,1997948864,1999969572,1999316062,2002169890,1985769663,1983844468,1979869299,2001897677,1980745053
251,251,1981705887,2000387814,1972863084,1953548569,1999861614,2001878596,1990006883,1985980138,2001103703,1999920532
252,252,1978322014,1978001247,2002326528,2002435339,1949605815,1953043317,2002373877,2002158379,2002223918,1967057743
253,253,1973663176,1968617460,1983185205,2001282204,2000231506,1986541667,1999922412,1999779604,1999992681,2001723492
254,254,2001628058,2002395952,1966795774,2002403463,2001378025,2001276753,1956192334,2002078915,1972871163,1999233412
255,255,1999233172,1997929008,2002185167,2001063303,1953692230,1984344794,2002403747,1999702708,2001236577,1969695580
256,256,1967955562,1970424646,2001416220,1998252308,2002358344,1992139821,1979405043,1972979799,2001112149,1996019595
