,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,2378,0,0,tick,772455565,1431037877,1432373376,772455565,91076899,725883992,1929118429,0
1,3,2378,0,0,tick,1188614415,1925880200,1927928376,1188614415,62647337,1178845229,1997605145,0
2,5,2378,0,0,tick,788109225,1969204150,1969163694,788109225,27755847,1371892434,1984535775,0
3,7,2378,0,0,tick,2929505038,2009900473,2009879640,2929505038,420023931,2958851110,2010630172,0
4,9,2378,0,0,tick,2873665393,2010087891,2010153174,2873665393,410560587,2957195477,2010968890,0
5,11,2378,0,0,tick,2818531871,1981844889,1993787730,2818531871,402448185,2963473039,2010917899,0
6,13,2378,0,0,tick,1512400163,1996642124,1996670628,1512400163,163891696,1036993186,1951765456,0
7,15,2378,0,0,tick,1955619718,2003482700,2003541636,1955619718,212521358,2944177297,2003040611,0
8,17,2378,0,0,tick,2957103523,1994403997,1994422278,2957103523,428102184,2892764475,2009870414,0
9,19,2378,0,0,tick,2974163056,2010743895,2010757344,2974163056,431071067,2911829299,2010255184,0
10,21,2378,0,0,tick,2973578087,2010879131,2010873678,2973578087,430576923,2694961409,2001366117,0
11,23,2378,0,0,tick,741519977,1982151318,1982162412,741519977,21332717,1305094857,1970428590,0
12,25,2378,0,0,tick,2663118571,2007127869,2007081678,2663118571,378658296,2939997715,2010962838,0
13,27,2378,0,0,tick,2862456988,2010206499,2010246000,2862456988,413415700,2938248131,2010831829,0
14,29,2378,0,0,tick,2881962373,2010194372,2010226410,2881962373,415702539,2933857938,2010970871,0
15,31,2378,0,0,tick,1516825137,2004402574,2004431214,1516825137,167166507,987366167,1950735466,0
16,33,2378,0,0,tick,1408144262,1984016141,1983949542,1408144262,86663278,2876277416,1993820696,0
17,35,2378,0,0,tick,2947963198,2010582536,2010562626,2947963198,428966164,2930143132,2010523419,0
18,37,2378,0,0,tick,2951476211,2010241969,2010251628,2951476211,429215817,2959767399,2010718902,0
19,39,2378,0,0,tick,2921829905,2010230879,2010270456,2921829905,421620869,2958818430,2010736595,0
20,41,2378,0,0,tick,2954464378,2010260007,2010283158,2954464378,429070560,1085982874,2003130814,0
21,43,2378,0,0,tick,1108770243,1967582004,1967513388,1108770243,60033072,1603512255,1977843620,0
22,45,2378,0,0,tick,2979885717,2010831040,2010839700,2979885717,431481438,2985442180,2008748245,0
23,47,2378,0,0,tick,2977166880,2002282089,2002302198,2977166880,430591086,2915241825,2006058593,0
24,49,2378,0,0,tick,2984682455,2010632019,2010662892,2984682455,431536863,2977577487,2010935747,0
25,51,2378,0,0,tick,2985380252,2010740164,2010765816,2985380252,431579374,2919904904,2010454591,0
26,53,2378,0,0,tick,2982815296,2010756542,2010745170,2982815296,431245227,2979849532,2010958028,0
27,55,2378,0,0,tick,2983368795,2010621827,2010651300,2983368795,431440582,1460537737,2004687735,0
