,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,2217,0,0,tick,940847237,1887882906,1901466456,940847237,293699340,801666536.0,1980314337.0,0.0
1,3,2217,0,0,tick,818131399,1983366008,1980497952,818131399,304245497,839673365.0,1999203577.0,0.0
2,5,2217,0,0,tick,835354590,1999709439,1997402430,835354590,315064641,846741936.0,2002927120.0,0.0
3,7,2217,0,0,tick,840392724,2001922229,2000296092,840392724,317572629,841171347.0,1991993649.0,0.0
4,9,2217,0,0,tick,840068175,1990644886,1989817176,840068175,319548735,807248867.0,1992621186.0,0.0
5,11,2217,0,0,tick,847992495,1994400381,1994061192,847992495,325228499,863868896.0,1982417547.0,0.0
6,13,2217,0,0,tick,887709129,2003550297,2003305488,887709129,340559355,870436820.0,1976761487.0,0.0
7,15,2217,0,0,tick,881299577,2001772928,2001381306,881299577,337210336,872536496.0,1987167051.0,0.0
8,17,2217,0,0,tick,872351451,1986872097,1986510438,872351451,333715537,887107102.0,2003116364.0,0.0
9,19,2217,0,0,tick,887225142,2003008824,2002707822,887225142,339944058,887006894.0,2003253829.0,0.0
10,21,2217,0,0,tick,890619296,2003086772,2002845888,890619296,341675647,891759856.0,2003272378.0,0.0
11,23,2217,0,0,tick,877050303,1978358078,1986032046,877050303,335894309,876427093.0,1987119607.0,0.0
12,25,2217,0,0,tick,875574872,2002824518,2002439526,875574872,334319384,884329338.0,2003252883.0,0.0
13,27,2217,0,0,tick,889765004,2002835962,2002679376,889765004,341000115,885795990.0,2002809899.0,0.0
14,29,2217,0,0,tick,878871625,1993593334,1993367862,878871625,337413654,872327018.0,2001737025.0,0.0
15,31,2217,0,0,tick,862935093,2001908326,2001291240,862935093,330406562,853308386.0,1984694535.0,0.0
16,33,2217,0,0,tick,864045301,1986812510,1986438150,864045301,331699137,862141160.0,1985189422.0,0.0
17,35,2217,0,0,tick,865173135,2001312562,2000797920,865173135,332786563,863649227.0,2003017886.0,0.0
18,37,2217,0,0,tick,861366230,2002610609,2001959352,861366230,331449075,851963622.0,2002360525.0,0.0
19,39,2217,0,0,tick,851953481,2001790054,2001053940,851953481,327730701,847749613.0,2001903222.0,0.0
20,41,2217,0,0,tick,847145442,2002535329,2001485478,847145442,326283553,838343914.0,2002014572.0,0.0
21,43,2217,0,0,tick,835579249,2002350545,2001253710,835579249,322429206,816016089.0,1986054559.0,0.0
22,45,2217,0,0,tick,821407483,2001390696,2000040822,821407483,317316169,809382991.0,1975867527.0,0.0
23,47,2217,0,0,tick,813336359,2002053769,2000471820,813336359,314534486,812376497.0,2002387909.0,0.0
24,49,2217,0,0,tick,811165195,2002429555,2000718756,811165195,313545846,797736337.0,1989053963.0,0.0
25,51,2217,0,0,tick,801576902,2001493050,1999486266,801576902,310317575,789587299.0,2002438502.0,0.0
26,53,2217,0,0,tick,788557535,2002077959,1999832154,788557535,305565848,775858714.0,1977988298.0,0.0
27,55,2217,0,0,tick,779911459,2002391257,1999917432,779911459,301815063,773694449.0,2001954857.0,0.0
28,57,2217,0,0,tick,768790739,2002119666,1999378242,768790739,297902063,757272342.0,1986250078.0,0.0
29,59,2217,0,0,tick,749671339,1986421676,1983419394,749671339,290618765,741173136.0,1986433348.0,0.0
30,61,2217,0,0,tick,742728712,2002393246,1999090272,742728712,287050477,733666095.0,2001878726.0,0.0
31,63,2217,0,0,tick,714256310,2001993349,1998727554,714256310,274924958,714434495.0,1985558015.0,0.0
32,65,2217,0,0,tick,708496396,2001178165,1997664138,708496396,272088348,700137274.0,2001686888.0,0.0
33,67,2217,0,0,tick,676159816,1975400337,1982795856,676159816,256137037,668684123.0,1992989435.0,0.0
