,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,2172,0,0,tick,1301010300,1713588760,1731678078,1301010300,55878821,2186153338,1899695818,0
1,3,2172,0,0,tick,1258756774,1982181028,1982237160,1258756774,120596914,1955006992,1987798359,0
2,5,2172,0,0,tick,1162668502,1986972927,1988068812,1162668502,24283056,1012834820,1749389572,0
3,7,2172,0,0,tick,968413867,1838660230,1840563882,968413867,37816769,1047523756,2005911053,0
4,9,2172,0,0,tick,1002341265,1994437275,1994442624,1002341265,10857084,931671722,2002172918,0
5,11,2172,0,0,tick,983444307,1985619979,1986077760,983444307,96336403,1045140717,2006919398,0
6,13,2172,0,0,tick,1047741339,1991805375,1999769844,1047741339,18946006,976248198,2005168910,0
7,15,2172,0,0,tick,980948229,2003502985,2003530614,980948229,21294684,936224924,2003657997,0
8,17,2172,0,0,tick,1065345734,2007158192,2007148194,1065345734,19264319,1063941636,2007688262,0
9,19,2172,0,0,tick,941402261,1994276044,1994411706,941402261,4116452,976816612,2000132949,0
10,21,2172,0,0,tick,1020976245,2004288900,2004536676,1020976245,58448061,1168713895,2006068064,0
11,23,2172,0,0,tick,977060929,1830682344,1830812688,977060929,69760603,1056206194,1999146411,0
12,25,2172,0,0,tick,1059265319,2004044073,2007194592,1059265319,19156333,908908907,1986448055,0
13,27,2172,0,0,tick,971919434,2000386301,2000473092,971919434,54046095,977115303,1998298312,0
14,29,2172,0,0,tick,1047488639,1990444796,1998178350,1047488639,18945773,1034273387,2004962241,0
15,31,2172,0,0,tick,930733467,1997726215,1999046220,930733467,955117,963330037,1979775496,0
16,33,2172,0,0,tick,987676056,2003022276,2003294814,987676056,47023660,1043087757,1987135610,0
17,35,2172,0,0,tick,1013046779,2000339364,2001561954,1013046779,14935112,944664769,2004070677,0
18,37,2172,0,0,tick,975849968,2002555843,2002565904,975849968,70979732,1092750999,2005866182,0
19,39,2172,0,0,tick,1096676996,2005022367,2005119090,1096676996,24032090,1077134499,1988208567,0
20,41,2172,0,0,tick,1047313515,2007450725,2007515616,1047313515,18937212,998961564,1995401656,0
21,43,2172,0,0,tick,918734611,1986693469,1988180988,918734611,942801,986109275,2002342702,0
22,45,2172,0,0,tick,1026659109,2003709475,2004048216,1026659109,28679137,1041454031,1985898315,0
23,47,2172,0,0,tick,979273801,1998626858,1998578334,979273801,8587721,944606032,1996721905,0
24,49,2172,0,0,tick,939169543,1978393961,1982475654,939169543,89825905,1068299008,2005293715,0
25,51,2172,0,0,tick,1045770313,1983022481,1987216338,1045770313,18918697,960912284,2004540763,0
26,53,2172,0,0,tick,967331416,2003170613,2003134116,967331416,25796370,985945676,2004426642,0
27,55,2172,0,0,tick,1168755269,2006304422,2006359524,1168755269,8393030,1063167386,1999115574,0
28,57,2172,0,0,tick,1053196883,1987885729,1988225874,1053196883,19051093,1059223799,1990550981,0
29,59,2172,0,0,tick,933895807,2002852686,2002718412,933895807,2464986,968163780,1988732578,0
30,61,2172,0,0,tick,987647119,2003131768,2003384346,987647119,55755431,1053939422,2005852635,0
31,63,2172,0,0,tick,1040160177,1988200462,1990219620,1040160177,17425255,929487342,1985591581,0
32,65,2172,0,0,tick,982488985,1984020772,1984092840,982488985,61696638,998844841,2005325585,0
33,67,2172,0,0,tick,1049961648,2007690669,2007579084,1049961648,18987747,1027134643,2005987611,0
34,69,2172,0,0,tick,942442333,1987326809,1987368696,942442333,967131,993456431,2002460438,0
35,71,2172,0,0,tick,1107166440,2004957110,2005177008,1107166440,28449142,1134450556,1999396416,0
36,73,2172,0,0,tick,1054445960,2003010630,2002867908,1054445960,46871965,1055621529,2006101592,0
37,75,2172,0,0,tick,981709222,2002363450,2002451832,981709222,9916119,922968586,1993979614,0
38,77,2172,0,0,tick,981017806,2002178585,2002672164,981017806,97123062,1052695771,2007364340,0
39,79,2172,0,0,tick,1061453209,2007828312,2007820716,1061453209,19200752,957935280,2004782522,0
40,81,2172,0,0,tick,979161405,2002474948,2002490442,979161405,22029480,939981135,2001085539,0
41,83,2172,0,0,tick,1064310672,2007420828,2007350910,1064310672,19244802,1063500512,2007658455,0
42,85,2172,0,0,tick,934621486,2002263819,2002256676,934621486,3933364,964617144,1978593093,0
43,87,2172,0,0,tick,1014046069,2004393248,2004590700,1014046069,59232648,1174200757,2007770995,0
44,89,2172,0,0,tick,1056914728,2004673002,2004832836,1056914728,71093998,1058845144,2007744440,0
45,91,2172,0,0,tick,1048461803,1991273990,1991311818,1048461803,18253884,915366737,1987291081,0
46,93,2172,0,0,tick,964860693,1983838882,1985918298,964860693,58565020,995098140,1989516897,0
47,95,2172,0,0,tick,1050993671,2007868375,2007900324,1050993671,19011478,1028458778,2002643894,0
48,97,2172,0,0,tick,940835357,2003558200,2003901960,940835357,965483,980600273,2002246447,0
49,99,2172,0,0,tick,1015685704,2005413776,2005660068,1015685704,41400438,1047918382,2008105116,0
50,101,2172,0,0,tick,1012074463,2005274153,2005216278,1012074463,12565694,933794261,2003874379,0
51,103,2172,0,0,tick,992360927,2002390099,2002469382,992360927,81629423,1129131871,2006118691,0
52,105,2172,0,0,tick,1171934567,2003208585,2003464956,1171934567,64724131,1013395017,2005769499,0
53,107,2172,0,0,tick,1053443260,2007872074,2007911694,1053443260,19059940,984130061,2002649089,0
54,109,2172,0,0,tick,968404468,1985059211,1986995712,968404468,19639999,939889671,2002798755,0
55,111,2172,0,0,tick,1066855220,2007162266,2007163590,1066855220,19295719,1065437635,2007913463,0
56,113,2172,0,0,tick,948987116,2004133759,2004155652,948987116,4298290,982724774,2002231074,0
57,115,2172,0,0,tick,972763815,2004140420,2004282744,972763815,62879840,1048133065,1983740438,0
58,117,2172,0,0,tick,1067340741,2005989755,2005839522,1067340741,19304713,927769937,2002369398,0
59,119,2172,0,0,tick,989537077,2000928325,2000994780,989537077,54710787,1051705922,1988599140,0
60,121,2172,0,0,tick,1168769088,2007674867,2007666366,1168769088,8404341,1041617625,1988562848,0
61,123,2172,0,0,tick,1054198742,2005329477,2005246920,1054198742,19067292,1017964547,2006284469,0
62,125,2172,0,0,tick,936635692,1983037155,1984943898,936635692,961172,970292231,1994245576,0
63,127,2172,0,0,tick,1002924939,1988484581,1988685672,1002924939,39464330,1053956315,2006549102,0
64,129,2172,0,0,tick,987916534,1989020333,1988941944,987916534,12146319,943595945,2003885648,0
65,131,2172,0,0,tick,991602399,2002078948,2002233732,991602399,82214397,1023239738,2006497407,0
